review,sentiment
"I was so glad I came across this short film. I'm always so disappointed that short films are hard to come across, so when I saw this and saw that it was nominated for the Live Action Short Film at the Academy Awards, I was so pleased that I actually had a film that I was rooting for.<br /><br />The plot is pretty simple, the director, writer, and star Nacho Vigalondo tried coming up with a reason people would suddenly break out into a song and dance number like they do in movie musicals. The result is extremely entertaining and the song is actually really catchy.<br /><br />It's a well made short film, well edited and the actors all do a great job. And the last shot of the film is perfect.<br /><br />I highly recommend this film.",positive
"I thought before starting with these movie that it might be a good one, but when i started with it i found it really awful. They said movie is being made in Afghanistan but i think 95% of the movie is shot in India. you can see Indian made cars. you can see lars drinking bisleri(an Indian water brand), Hindi written on the road, you can also see temples in Afghanistan *hahah* its really funny and many more stuff which proves its not shot in Afghanistan. I think one should not waste his/her time watching this movie.. pure time waste.. i would recommend to do something else instead of watching this movie or may be might heart is better idea but don't watch this waste of time",negative
"Truly appalling waste of space. Me and my friend tried to watch this film to its conclusion but had to switch it off about 30 minutes from the end. And i can count the films I have switched off before the end on one hand.<br /><br />The script and direction are leaden and deeply uninspiring. I wouldn't be surprised if they found the script in a pile of cast off scripts from 1983. For example the irritating scroat threatening the real estate guy from his house phone. I mean seriously. The police would be beating his door down in minutes. The scenes and events just wash by you like turds in a river. It is difficult to understand the actual thrust of the film. The narrative flicks between characters in a seemingly random manner breaking up the pathetic attempts at building the characters. Oh and what ""characters"" they are. The protagonist played by Rourke is dreadful. He could have just sent a cardboard cut out of himself and stayed in bed. After 60 or so minutes of the film I had built absolutely zero attachment to this character. He is neither sympathetic nor hateful. Just a disfigured dummy from a shop window blundering through every single scene. His motivation is impossible to discern from his generally mumbled and emotionless delivery. Is he happy? Is he sad? Angry? No idea. Just those same dead eyes staring out at you from a disfigured chunk of flesh. And the native American theme is just awful and pointless.<br /><br />The good guys are at best unlikeable. A dull white collar stereotype and a simpering neurotic ex-wife stereotype. Cue archetypal wife with shotgun face off with bad guy, ""you aren't going to shoot me"" that is both tiresomely unoriginal and annoying.<br /><br />The richie nix character seems interesting at first but soon descends into an irritating one sided psycho character. Which seems at odds with the seeming intention of making the bad guys in some way sympathetic or at least realistically motivated.<br /><br />Roasario Dawsons character starts with some promise but soon descends into a sickening and childlike parody of the gangsters chick scenes from Jackie Brown. You really want me to believe her character was SO attracted to Rourke's? Or worse she is just a floozy who sleeps with anything that moves? Realistic female characters FTW! <br /><br />In summary a complete mess of a film. Hopeless characterisations and performances. A leaden and hackneyed script along with uninspired direction. And ultimately extremely dull. Its not even comedy bad either. Laughing at Rourkes haggard face gets pretty old after sitting through the first 15 turgid minutes of the film.",negative
"In this movie, Chávez supporters (either venezuelan and not-venezuelan) just lie about a dramatic situation in our country. <br /><br />They did not say that the conflict started because of Chávez announcement firing a lot of PDVSA best workers just for political issues.<br /><br />They did not say anything about more than 96 TV interruptions transmitted by Chávez during only 3 days in ""CADENA NACIONAL"" (a kind of confiscation o private TV signals). Each one with about 20 minutes of duration.<br /><br />They did not tell us anything about The quiting announcement made by General en Jefe Lucas Rincon Romero, Inspector General of the army forces, who is a traditional supporter of Chávez. Even now, in despite of his announcement, he is the Ministro de Interior y Justicia. After Chávez return he occuped the Charge of Ministro del Defensa (equals to Defense Secretary in US).<br /><br />They did not say anything about Chávez orders about shooting against a pacifical people concentration who was claiming for elections.<br /><br />They did not say anything about the people in this concentration that were killed by Chávez Supporters (either civilians and Military official forces).<br /><br />They present some facts in a wrong order, in order to lie.<br /><br />They did not say anything about venezuelan civilian society thats are even now claiming for an elections in order to solve the crisis and Chávez actions in order to avoid the elections.<br /><br />That's why i tell you.... This movie is just a lot of lies or a big lie.",negative
"One could wish that an idea as good as the ""invisible man"" would work better and be more carefully handled in the age of fantastic special effects, but this is not the case. The story, the characters and, finally the entire last 20 minutes of the film are about as fresh as a mad-scientist flick from the early 50's. There are some great moments, mostly due to the amazing special effects and to the very idea of an invisible man stalking the streets. But alas, soon we're back in the cramped confinement of the underground lab, which means that the rest of the film is not only predictable, but schematic.<br /><br />There has been a great many remakes of old films or TV shows over the past 10 years, and some of them have their charms. But it's becoming clearer and clearer for each film that the idea of putting ol' classics under the noses of eager madmen like Verhoeven (who does have his moments) is a very bad one. It is obvious that the money is the key issue here: the time and energy put into the script is nowhere near enough, and as a result, ""Hollow Man"" is seriously undermined with clichés, sappy characters, predictability and lack of any depth whatsoever.<br /><br />However, the one thing that actually impressed me, beside the special effects, was the swearing. When making this kind of film, modern producers are very keen on allowing kids to see them. Therefore, the language (and, sometimes, the violence and sex) is very toned down. When the whole world blows up, the good guys go ""Oh darn!"" and ""Oh my God"". ""Hollow Man"" gratefully discards that kind of hypocrisy and the characters are at liberty to say what comes most natural to them. I'm not saying that the most natural response to something gone wrong is to swear - but it makes it more believable if SOMEONE actually swears. I think we can thank Verhoeven for that.",negative
"OK, so it owes Pulp Fiction, but in my opinion has it's own voice and identity mainly because of the music-video direction style, sketch-like narrative and great performances. Thomas Jane delivers great (the drug-dealer show-down is extraordinary), Aaron Eckhart likewise. James LeGros has a short and effervescent appearance-great humor-""they got the Wong house"". The Porzikova interrogation and rape scene is memorable, as is Mickey Rourke's cameo appearance-""take a peak"".<br /><br />Great Hollywood popcorn B-production with strong performances of A-level aspirants and renegades(Rourke).<br /><br />Well, take a peak, it's worth.",positive
"As far as I know the real guy that the main actor is playing saw his performance and said it was an outstanding portrayal, I'd agree with him. This is a fantastic film about a quite gifted boy/man with a special body part helping him. Oscar and BAFTA winning, and Golden Globe nominated Daniel Day-Lewis plays Christy Browna crippled man with cerebral palsy who spends most of his life on the floor, in a wheelchair and carried by his family. He has a special left foot though, he can write with it, paint with it and hold things with it. He learns to speak later in the film, it is very good for a guy like him. Also starring Home Alone 2's Oscar winning, and Golden Globe nominated Brenda Fricker as Mrs. Brown and BAFTA winning Ray McAnally as Mr. Brown. It was nominated the Oscars for Best Director for Jim Sheridan, Best Writing, Screenplay Based on Material from Another Medium and Best Picture, it was nominated the BAFTAs for Best Film, Best Make Up Artist and Best Adapted Screenplay. Daniel Day-Lewis was number 85 on The 100 Greatest Movie Stars, he was number 20 on The 50 Greatest British Actors, he was number 9 on Britain's Finest Actors, and he was number 15 on The World's Greatest Actor, and the film was number 28 on The 50 Greatest British Films. Outstanding!",positive
"All I ever heard while being raised was equality of the sexes, and here we have a film that not only exemplifies imbalance, but continues through with a whole concept that one sex is better. All the while watching I was hoping for that redeeming quality to make the viewer feel as though there is hope for the future, and there wasn't. I'll admit to not finishing the film, I had to turn it off at the part where the old man whore told the genetic man Adam that it was ok to be a whore and get, and I quote, ""More tail than any man in the past time."" I know not finishing it is a bad review on myself, but it is the responsibility of the writer and crew to develope a story that will keep a viewer interested, and they failed. This film betrays all true female nature qualities of the mother figure and the need for balance. Instead it exemplifies what America ran by lesbian natzis would be like,and I'm not against lesbians. Thank you Mr. Director! Someone please give me a redeeming quality... wait I have it! There's no sequel!",negative
"I do regret that I have bought this series. I expected more action, more objective picture and more consistency. This is just a pure propaganda series, very dark, without any charm, or romanticism, it is just boredom itself. I find the actors work quite weak as well. O'Donnell might seem charming as Robin (with Batman), but in this picture he lacks any charm. Probably while he becomes older, he is loosing his childish charm but does not gain any charm of a grown up. It comes as no surprise, that it was not shown in a lot of countries and is being sold in the UK for 40% of the recommended price and was not even released in the Netherlands.",negative
"The story has been told before. A deadly disease is spreading around... But the extra in this film is Peter Weller, his interpretation of Muller on the run is real. He is indeed a desperate person just going home to see his child. This person could be working next to you.",positive
"This film was very well advertised. I am an avid movie goer and have seen previews for this movie for months. While I was somewhat skeptical of how funny this movie would actually be, my friends thought it was going to be great and hyped me up about it. Then I went and saw it, I was sunk down in my seat almost asleep until I remembered that I had paid for this movie. I made myself laugh at most of the stuff in the movie just so i wouldnt feel bad and destroy the good mood I was in, plus I wanted to get my monies worth out of the movie! I always go into a movie with an open mind, not trying to go into them with too many expectations, but this movie was not that funny. Now it wasnt the worst movie I've ever seen, but it is definitely worth waiting for HBO. If you havent seen many previews for the movie or you like very slow and corny comedies you may enjoy it, but for true comedy fans Id say pass. Maybe even check out The Kings of Comedy again. Something told me to go see Meet the Parents instead!!!",negative
"As far as I know this was my first experience with Icelandic movies. It's such a relief to see something else than your regular Hollywood motion picture. Too bad that movies like this one have a small chance of succeeding in the big world. I can only hope that people watch this by accident, by recommendation or other...<br /><br />Because it's really worth while. I left the cinema feeling really sad. I couldn't get the tragic destiny's of the characters out of my head. And it impressed me even more when I thought of the complexity of the film. Not only was it a tragic story, it had excellent comic reliefs and a very good soundtrack.<br /><br />If you have the opportunity, watch it! It's really thought provoking and made me ponder a lot.<br /><br />",positive
"Very typical Almodóvar of the time and, in its own way, no less funny than many of his later works. And why is that? There is nothing to be provoked or shocked about, and I guess any such effect is more coincidental than intentional. No, the great humor stems from an underlying, almost surreal, absurdity that is woven into the scenery: The characters' nearly complete lack of taboo. It's the same kind of 'comic suspense' you find in his later works, though you'll find it in a more rough version here. He's building up for masterpieces to come, but is not yet there.<br /><br />The sole reviewer who commented on this movie before I did, claimed that it had to be a ""very select"" group of people who'd find this movie hilarious. I do.",positive
"Once again, Doctor Who delivers the goods by the bucket load. It has humour (""You're just making it up as you go along!"" ""Yup, but I do it brilliantly""), action, monsters (in this case still more kick-ass cybermen), tragedy and scare tactics. In short, just what the doctor ordered (pun intended). The way that the emotions move from one to the other is done so well that there is no feeling of ""get on with it"". So, chalk up 3 out of the last 4 episodes that have made you laugh, then made you cry, and made you go ""eek"".<br /><br />In terms of character development, this is clearly the clincher for Noel Clarke's Mickey (and Ricky). Being one of the Doctor's companions, you know that he will do the right thing, and may even suspect the manner that he does it. However, it is still an emotional wrench when he confirms his future path.<br /><br />While ""The rise of the Cybermen"" had more of the sinister build up to terror, ""The Age of Steel"" is an all out blast. Like ""Alien"" compared to ""Aliens"" - both true classics, but in different ways. Can the series keep it up at this level? Let's hope so.",positive
"A Brother's Promise is a wonderful family film. This is a biography of Dan Jansen, a champion Olympic speed skater. The movie depicts this athlete's life from a young age through full adulthood. The love and support of the family members is evident throughout. How Dan and the rest of his family handle winning and losing races is a life lesson for all of us. The commitment and determination of Dan's coach and his teammates, shows what it takes to make a real team. How Dan and his family deal with a devastating illness of a loved one is depicted without undo sentiment or sugarcoating. The faith of the family is shown in basic terms and is obviously a major part of their lives. This is a powerful family film which can be meaningful for a person of any age.",positive
"Well...now that I know where Rob Zombie stole the title for his ""House of 1,000 Corpses"" crapfest, I can now rest in peace. Nothing about the somnambulant performances or trite script would raise the dead in ""The House of Seven Corpses,"" but a groovie ghoulie comes up from his plot (ha!) anyway, to kill the bloody amateurs making a low-rent horror flick in his former abode! In Hell House (sorry, I don't remember the actual name of the residence), a bunch of mysterious, unexplained deaths took place long ago; some, like arthritic Lurch stand-in John Carradine (whose small role provides the film's only worthwhile moments), attribute it to the supernatural; bellowing film director John Ireland dismisses it as superstitious hokum. The result comes across like ""Satan's School for Girls"" (catchy title; made-for-TV production values; intriguing plot) crossed with ""Children Shouldn't Play With Dead Things"" (low-rent movie about low-rent movie makers who wake the dead); trouble is, it's nowhere near as entertaining or fun. ""The House of Seven Corpses"" is dead at frame one, and spends the rest of its 89 minutes going through rigor mortis, dragging us along for every aching second...",negative
"Director Sidney Lumet has made some masterpieces,like Network,Dog Day Afternoon or Serpico.But,he was not having too much luck on his most recent works.Gloria (1999) was pathetic and Find Me Guilty was an interesting,but failed experiment.Now,Lumet brings his best film in decades and,by my point of view,a true masterpiece:Before the Devil Knows You're Dead.I think this film is like a rebirth for Lumet.This movie has an excellent story which,deeply,has many layers.Also,I think the ending of the movie is perfect.The performances are brilliant.Philip Seymour Hoffman brings,as usual,a magnificent performance and he's,no doubt,one of the best actors of our days.Ethan Hawke is also an excellent actor but he's underrated by my point of view.His performance in here is great.The rest of the cast is also excellent(specially,the great Albert Finney) but these two actors bring monumental performances which were sadly ignored by the pathetic Oscars.The film has a good level of intensity,in part thanks to the performances and,in part,thanks to the brilliant screenplay.Before the Devil Knows You're Dead is a real masterpiece with perfect direction,a great screenplay and excellent performances.We need more movies like this.",positive
"I took my 14 year old to see this movie. We left after 15 or 20 minutes. It was absolutely awful! This movie should be rated R at the least. I am not that strict with movies but, this was just too much. It was a waste of money. I thought it would contain some comedy and I knew the comedy would probably be crude but, this was WAY beyond crude. I was sitting there watching and reading (a certain subtitle at the beginning of the movie was what really got me) and I could not believe how crudely sexual it was. I could not believe that it would be OK for a 13 year old to read and see this content. I don't understand how the rating system works.??",negative
"I loved this film. I thought it would be easy to watch, and easy to forget. I ran out after watching this to buy the DVD, obv not easily forgotten!<br /><br />The script is brilliant, and the casting couldn't be more perfect. Each character has their moment, and I laughed hard throughout this film, comedic timing was spot-on.<br /><br />",positive
"It's not easy to find Judas Kiss on VHS (it's not available on DVD), but I wanted to add this rather obscure movie to my Alan Rickman movie collection.<br /><br />I can't understand how the talented Mr. Rickman gets into these mediocre films? Judas Kiss boasts several wonderful actors, an interesting plot and intriguing twists, but its strange visual wanderings and chopping editing ruined what might have been a great crime drama. Many scenes seem to be missing vital information to explain the character's actions: Why was our hero immediately suspicious of his bosses? Why did he mistrust the detective he replaced? There were times when I honestly couldn't tell if the director meant Judas Kiss to be a legitimate crime drama or a campy spoof. Why else would he toss in a topless/alien/lesbian porno scene in the first two minutes (that little surprise certainly made me scramble for the remote since my kids were playing nearby!)? Did he purposely instruct his two distinguished English actors (Alan Rickman and Emma Thompson) to use such awful New Orlean's accents? As an Alan Freak, I confess that I still thought Mr. Rickman was sexy: in a rumpled, weary, ""take-him-home-and-tuck-him-in"" sort of way.<br /><br />Judas Kiss isn't a great movie, but it does have some intriguing moments, but I don't recommend it unless you're trying to immerse yourself in Alan Rickman.",negative
"First of all, I should point out that I really enjoyed watching this documentary. Not only it had great music in it, but the shots and the editing were also wonderful. However, all these positive things about the film does not change the fact that it plays to the orientalist ""East meets West"" cliché that bothers many Turks like myself. Okay, this film tells the story of traditional and contemporary Turkish music in a very stylish manner which is a good thing, something that would show ignorant Europeans and Americans that this country is not just about murdering Armenians and Kurds. However, the problematic of the film is that it looks at what it defines as ""east"" from the eyes of the ""west"". I mean, like one jazz musician says in the film, maybe there is no east and west, maybe it is just a myth, a lie created by the ruling leaders of ""western"" countries in order to keep fear and hostility alive so that they could continue ruling the world and ""keep the cash flowing""? <br /><br />Why don't you think about that?",positive
"STMD! is not a terrible movie, but it IS quite forgettable. The lighting is intentionally poor in many scenes and unintentionally poor in all the rest, so you are likely to come out of a viewing with a headache or eye-strain. Special effects are imaginative, but obvious. The gratuitous nudity essential for teen slasher flicks is there, of course, along with the archetypical teenagers, but the whole movie just doesn't gel. What was needed was some snappier dialogue and more tongue-in-cheek humor.<br /><br />I can't really recommend that you use your time watching this movie. I often give a nod to a movie based on just a scene or two that demonstrates imagination or humor, but these are sadly lacking in this film.",negative
"First off, I have no idea how this movie made it to the big screen. Its not even the low budget SCI-Fi channel movie, its just awful. Me and my friend who love action movies, Independence day, Jurassic Park, LotR, etc. went to see this movie expecting this movie to me a Transformers with dragons, mindless entertainment. All we got was a mindless hour and a half. The CG was not as bad as I was expecting, but the plot is so awful along with the acting, it made up for it. Its basically a Chinese legged of dragons returning every 500 years...Sounds like a good remake of Rain of Fire? No, The plot tries to be deeper than it should be leaving not only plot holes, but with magic, and a very small actual war between dragons(rather big snakes) it just gets ridiculous. The director attempted to add a bit of humor in the movie which fail. Me and my friend laughed through the whole thing(along with all 5 of the audience), and cant believed we spent money on this. The short trailer on TV makes up for most of the action while crap makes up the rest. I've seen a lot of B movies like Reptilian, The Cave, Spider, and others, but i have to say if you want a non stop laugh for an hour, watch this.<br /><br />Story: 1/10 CG: 5/10 Acting:3/10<br /><br />I don't drink...but it would have helped before watching this movie",negative
"i am not exactly how sure the accuracy is with this movie, but i can tell you that i was thoroughly entertained by this movie. the character of gust,played perfectly by Phillip Seymour Hoffman, was one of the most unique, yet entertaining characters in recent memory. this movie informed,yet managed to avoid preaching to the audience. it made me laugh, made me sad, made me feel alive, and glad to be spending the time to watch the movie. it takes no time to understand what is going on, and takes you on a roller coaster ride of genuine, human emotion. i thought i knew my history, apparently i didn't know it at all! i give this move 9 out of 10, and recommend it for all adults, and young adults, and the young at heart, just not the young. but as soon as they are allowed to see ""r"" rated movies, make it a priority.",positive
"I must have seen this a dozen times over the years. I was about fifteen when I first saw it in B & W on the local PBS station.<br /><br />I bought a DVD set for the children to see, and am making them watch it. They don't teach history in School, and this explains the most critical event of the 20th Century. It expands their critical thinking.<br /><br />Impartially, with the participants on all sides explaining in their own words what they did and why, it details what lead up to the war and the actual war.<br /><br />Buy it for your children, along with Alistair Cooke's America. Watch it with them, and make them understand. You'll be so glad you did.",positive
"Steven Seagal's films of late have not exactly been good, but this is by far the worst since The Patriot. The plot makes no sense what so ever; it is never clear in what the relationships between the characters are, who works for who or who is double crossing who. The film is completely disjointed, each scene seems to confuse the story further rather than carry it forward. Even the action sequences are uninspired and hard to follow. Most of the blame must lie at the director's feet for not even understanding the basics of film making, but Seagal does not get off lightly, as one of the producers of this film, he must also share the blame. Oh, and I haven't even mentioned how awful the acting is, even by Seagal standards. Even as straight to video fodder, this is not worth a view even for Seagal fans. Give it a wide berth!",negative
"and I for one think that is a good thing. I've just never been a Rosalind Russell fan although the original was my favorite RR movie. But I love Bette and was thrilled to hear she was making this.<br /><br />As for the rest of the production, I think it was slightly less than the original movie. One of my favorite minor characters in the original was Mazeppa with her scratchy fingernails-on-the-blackboard voice belting out ""HEY! It takes a lot more than no talent to be a strippah!"" and although I missed it, I was glad to see the producers had the guts not to do a carbon copy.<br /><br />I also liked the fact there are large portions of this movie which were filmed as if you are looking at a stage, it gives a feeling that you are in the theatre, not just at the movies.<br /><br />I think the other thing I liked about this production was that there seemed to be slightly less repetition of the song ""Let me entertain you"", which becomes completely annoying after about the 5th time you hear it.",positive
"So real and surreal, all in one. I remember feeling like Tessa. Heck, I remember being Tessa. This was a beautiful vignette of a relationship ending. I especially liked the protesters tangent. It is nice to see symbolism in a movie without being smacked over the head with it. If you get the chance to see this, take it. It is well worth the 30 minutes.",positive
"Thank God I watched this at a friend's place and did not pay for it. The plot is horribly transparent and the whole movie felt like an episode of a TV show. If you have any knowledge of computers or electronics, watch out. You will feel feel like the movie is an insult to your intelligence. <br /><br />Also, actress turned Much Music VJ Amanda Walsh displays the worst acting I have ever seen, excluding porn. She's lucky that Matt Lanter is actually decent. He's the one that carries the movie. <br /><br />I hate that I wasted nearly two hours of my life watching this movie! It's a shame that they got to call it a sequel, because I was a fan of the original, which was actually pretty good.",negative
"A friend lent me this DVD, which he got from the director at a festival, I think. I went in warned that some of the technical aspects of the movie were a bit shaky and that the writing was good but not great. So maybe that colored my judgment but I have to admit that I liked this movie.<br /><br />The standouts where the actors. Youssef Kerkor was really good as Ernie, the main character, kind of pathetic in a likable way. Adam Jones (who also directed) and Justin Lane were excellent as the roommates who drive Ernie mad. The Bill character (Justin Lane), who spends a lot of the film dressed like a panda, was by far my favorite; he seemed the least one-dimensional, and reminded me of an old college roommate so much I called the guy after watching the DVD. Really kind of lovable, and very funny. Some of the other acting was good, some was so-so, but none of it was bad. I also really liked the vigilante duo. Ridiculous and funny.<br /><br />I'm giving this one high marks, even though it has some issues, because you can tell when you watch it that these people cared, and decided to make their movie their way. Well done to Adam Jones and crew.",positive
"Shawshank, Godfather, Pulp Fiction... all good films. Great films. But nothing, and I mean nothing lives up to the greatest Christmas movie of all, Santa Claus.<br /><br />The film is so great and has so many messages, I cried while watching it. Seriously, this is one of those movies you need to watch 10 times. When we see Pitch get told he will have to eat ice cream, we see the sadness in his eyes, and we feel the deep sorrow, and then we wonder... what is so bad about this ice cream? Is it implying that we as humans are treating ice cream as good when all it does is make us evil? Think movie makes you think.<br /><br />This movie has the best rendition of Santa Claus ever. Unlike other Santas, he is a normal person. We see him imprisoning children and spying on kids dreams, and we wonder; is the Santa we believe in really that good? Also, this Santa actually mentions Christ, the whole meaning behind Christmas.<br /><br />You owe yourself to watch this cinematic masterpiece. We should just stop making movies and air nothing but this epic 24/7. Whether it's Christmas or not, this movie gets a 500/10. Whoever says this movie is bad is an ignorant fool.",positive
I really cant think of anything good to say about this film...not a single thing. The script is a nightmare.. the writer blurs the line between chemical and biological traits and doesnt seem to understand the difference. You'd think they would at least get a technical advisor. The performances were bad by most of the cast... although I dont really blame them.. the material really stinks. The editing was equally bad.. I'll just stop now.. its all bad 2/10,negative
"Cinema's greatest period started in post-War Europe with Italy's Neo-Realist movement. During the next 2 or 3 decades that followed, France's New Wavers caught everyone's attention, and there was always Bergman up there on his desolate Scandinavian island somewhere, making bitter masterpieces. But in 1971, Luchino Visconti brought the art-form to full circle, geographically speaking, with his miraculous work *Death in Venice*, which might as well be called *The Death of Europoean Cinema*. After the Sixties wound down, so did the great European filmmakers, who, with some exceptions, generally grew exhausted and passed the torch to a new American generation of Movie Brats (Coppola, Scorsese, & Co.). This movie absolutely feels like a grand summing-up, not just of Visconti's particular obsessions, but of the general attempt of European filmmakers to achieve the aesthetic ideal in movies. And rest assured, you will find no sterner task-master than the Visconti revealed here. He's not playing to the crowd, folks: either you get behind him and follow along, or you get left behind. The pacing is a challenge: slow, but never without emotional weight. ""Incidents"" are few and far between, but each seems loaded with symbolic significance in a sturm-und-drang cosmos.<br /><br />We will probably never be in such rarefied company again, in terms of the movies: one of the century's great writers who inspired the tale (Thomas Mann), one of the greatest filmmakers directing it (Visconti), one of the greatest actors in the lead role (Dirk Bogarde), and swelling almost ceaselessly in the background, Gustav Mahler's 5th Symphony. Taking full advantage of Mahler's ability to inspire Romanticism in even the most cynical breast, Visconti changes the main character, Aschenbach, into a decrepit composer from his original persona as a writer, even making Bogarde up to LOOK like Mahler (geeky mustache, specs, shaggy hair, duck-like walk). Bogarde, by the way, delivers what is probably greatest performance of an actor in the history of movies: it's a largely silent performance, and the actor has to deliver reams of meaning in a gesture or a glance -- a difficult trick without mugging like Chaplin or merely acting like an animated corpse.<br /><br />Cinema just doesn't get better than this. I'll ignore the complaints from the Ritalin-addicts out there who say that it's too slow, but even the more legitimate gripe concerning some of Aschenbach's flashbacks with that antagonistic friend of his is misplaced. The flashbacks fit neatly within the movie's thematic concerns (i.e., which is the better path to aesthetic perfection: passion or discipline?), and the suddenness and shrillness of these interruptions serve to prevent sleepiness among the viewers. (Of course, some viewers will sleep through this movie, anyway.) A nonstop stream of Mahler and beautiful, dying Venice would be nothing more than a pretty picture; but this movie is actually about something. And what it's mostly about is suffering: Romantic (capital R) suffering, in particular. As a suffering Romantic himself, Visconti knew whereof he spoke.<br /><br />[SPOILER . . . I guess] If for nothing else, see *Death in Venice* for its portentous opening credits . . . and for its unforgettable ending, with Bogarde's jet-black hair-dye dripping off of his sweaty, dying head and onto his chalk-white face. Meanwhile, off in the distance, young Tadzio, the object of Bogarde's dying desire, stands in the ocean and points toward the horizon like a Michelangelo sculpture. The climatic sequence sums up with agonizing economy everything that the movie is about: love, lust, beauty, loss, the ending of a life set against the beginning of another life, and cold death in the midst of warm, sunny beauty. *Death in Venice* is a miraculous work of art. <br /><br />[DVD tip: as with the simultaneously released Visconti masterpiece *The Damned*, I recommend that you turn the English subtitles ON while watching this movie. It's ostensibly in English, but the DVD's sound seems muddy and there's a lot of Italian spoken during the film, anyway.] <br /><br />",positive
"This is a stereotype plot. A young fighter tries to enter a competition when he is not ready and is not selected to represent his fighting school. This leads to separation from the fighting school and naturally he finds a strange new master to teach him to fight.<br /><br />The fights are not of high standards. They are way too ""simple"" in a way that 1+1 is simple to every adult. The fighter has trained and enters the ring, but does not do what he trained and gets an ass kicking. The coach yells do this and do that with no success. And after some more of this ridiculous beating he suddenly does what he is told and hits his opponent once. This results in a turning point in the fight, although our hero has been taking a beating of his life up until that point. Think about the Rocky movies and you'll have a good point of reference of how much beating he really takes. The fights are also shot poorly.<br /><br />There final thing that screws this film up is the stupid romance. Cheesy music and awkward moments are not what I call entertainment.<br /><br />These guys really could have made some quality entertainment, but the director wasn't up to the task. Or the other crew in my opinion. Maybe they had a small budget, I don't know, but what matters in the end is that this movie is bad and deserves the rating of 3 out of 10.",negative
"This production was quite a surprise for me. I absolutely love obscure early 30s movies, but I wasn't prepared for the last 25 minutes of this story. If, by any chance, you're not convinced in the first half, hang in there for the finale. Of course, you must look at the blatant racism as being purely topical. A fascinating viewing experience, but I think THE CAT'S PAW is not available on video/DVD yet. Watch your PBS listings!",positive
"It isn't TOO bad, but ultimately it lacks the quality that the Australian series has.<br /><br />The jokes are few and far between, the actors are attractive (they shouldn't be), the film makers think far too much about the cinematography (it's supposed to look like a home video) and it's just like a serious version of Kath and Kim... it's stupid.<br /><br />It's too normal to be Kath and Kim. Kath and Kim are supposed to be two curvy, middle-aged women who think they are hot and wear ridiculous clothes. There are no ""Look at me Kimmy!"" jokes. The fat friend of Kim is not fat at all and she's not even slightly stupid. She's a stereotypical black/Latino chick.<br /><br />It's just not as stupid or funny as the Australian series. It doesn't compare. Nothing is the same. I admit, this show is pretty funny at times, but it is NOT anything like the Aussie series. I was looking forward to an American take on a bogan family. They failed. It's supposed to be REALLY stupid and hilarious, but the actors don't act stupid! To me, this is just a typical American TV show. It's a let down if you want it to be anything like the Aussie show.<br /><br />2 Stars because it is an OKAY show, just nothing like what it should be.",negative
"From the decrepit ranks of the already over-saturated 'Hillybilly Horror' sub-genre comes this woeful tale of a vacationing family terrorized by inbred rednecks. Sound familiar? Well it most definitely should to anyone with even a cursory knowledge of the horror genre. There is absolutely new here. The film seems content to recycle all thee old worn out clichés (deformed hicks, a peaceful family turned gun-toting killers when push comes to show, the rebellious daughter, the one 'freak' who's good at heart, etcetera...), but does even that half-heartedly enough to make this an utter waste of time. This is forgettable dreck, but humorously enough lead J.D. Hart once starred in a movie called ""Films that Suck"" earlier in his career, quite an ironic omen indeed.<br /><br />My Grade: D-",negative
"As a huge baseball fan, my scrutiny of this film is how realistic it appears. Dennis Quaid had all of the right moves and stances of a major league pitcher. It is a fantastic true story told with just a little too much ""Disney"" for my taste.",positive
"This film takes you on one family's impossible journey, and makes you feel every step of their odyssey. Beautifully acted and photographed, heartbreakingly real. Its last line, with its wistful hope, is one of the more powerful in memory.",positive
"Stupid! Stupid! Stupid! I can not stand Ben stiller anymore. How this man is allowed to still make movies is beyond me. I can't understand how this happens if I performed at work the way he acts in a movie I'd get fired and I own the company.....I would have to fire myself. GOD! This movie was just a plain, steaming, stinking pile of POO, that needs to be vapoorized if that were possible. Something else I have to say the guideline about 10 lines of text in a comment is idiotic. What is wrong with just saying a few things about a movie? I will never understand why sites will require a short novel written when sometimes a brief comment is all that is necessary.",negative
"This show is great for many reasons..The father and mother can communicate with their kids this day in age. Its so great to see a real family instead of some stuffy overacting family. I watched this one time and became hooked.It so great to see a black family on TV worth watching. This show left too soon but on its way out it dealt with pregnancy, sexy, drugs, bad dates,death etc .The best thing about the show was that it dealt with it in a real humorous sort of way. Great show for the family ..I cant tell you how many times I have sat up watched this show late at night sometimes and laughed my head off. Great pg 13 rated show.I loved everybit of this show.",positive
